CompanyName,JobDesc
Nielsen,[]
PwC,"['Designing and implementing new user-facing features\nBuilding the libraries and frameworks that support large, complex web applications\nOptimizing web applications to maximize speed and scale. Support diverse clients from high powered desktop computers to small footprint mobile devices\nWriting client-side code for web-based applications, create fast, easy-to-use, high volume production applications, and develop prototypes quickly\n']"
IBM,"['\nProvide technical support assistance to customers using problem determination/problem source identification skills.\nUtilise technical and negotiation skills in collaboration with other support operations/organizations to prioritize and diagnose problems to resolution.\nCommunicate action plans to the customer or IBM representative as appropriate.\nRecommend and implement new or improvements to existing technical support tools, procedures, and processes.\nContribute to department attainment of organizational objectives and high customer satisfaction.\n', 'Proficient in Windows desktop and Windows Server operating systems.\nProficient in technical writing; public facing knowledge articles; technical forum contributionsBasic knowledge of UNIX operating systems: AIX and RHEL (Linux)Knowledge of database architectures (ie: tables; triggers; sequences; schema; etc)Knowledge of supported Internet Browsers: Internet Explorer, Mozilla Firefox, Apple SafariKnowledge of debugging Internet Browsers using tools such as FireBugKnowledge of WebSphere, IBM HTTP Server (IHS), and other application servers.\nKnowledge of PL/SQLExperience reading J2EE stack tracesKnowledge and understanding of networking principles', 'Ability to fluently speak Japanese and EnglishKnowledge of DB2 and Oracle databases,Knowledge of SSL, SMTP\nKnowledge of Virtualization: vSphere, ESX Server, Windows Terminal ServicesKnowledge in javascript frameworks such as Dojo and JQueryKnowledge in other framework such MEAN: MongoDB, Express.js, React, Node.jsKnowledge in 3rd party authentication: SiteMinder, SPENGO, SAML, and LDAPKnowledge in report writing and/or reporting framework modeling with leading BI tools (i.e.: Cognos Report Studio)Knowledge in REST methodsKnowledge in Docker or Urban Code DeploymentKnowledge in AnsibleKnowledge in JenkinsUnderstanding in reading, implementing, and debugging software APIs']"
News Corp Australia,"['\nDevelop well architected  tested code that support the business requirements\nBe the Subject Matter Expert for Big Data Platform(s)\nMentor Data Engineers on good engineering practices and coding standards\nRecommend technologies to use to take advantage of development capabilities for new and existing projects', '\nProven career history in data science  engineering\nDevelopment in Python, Scala / Java\nExtensive experience using and maintaining AWS environments\nExperience leading a team of engineers\nCan identify tasks which require automation and automate them\nCode reviews and automated testing are part of your DNA\nStrong experience in SQL and NOSQL databases\nExperience in version control systems (GIT)\nExperience with Spark and/or clustered technologies\nExperience with Airflow or similar scheduler and monitor workflow tools.', '\nCollaborative environment\nOpportunity to innovate, challenge the norm and pioneer the way forward\nVariety of work where no two days are the same\nExposure to global operations and networks\nMake a difference as part of Australia’s most influential media organisation']"
Cognizant Technology Solutions,"['Experience in data profiling, performance tuning in MS SQL Server, OracleExperience in data profiling, performance tuning in MS SQL Server, OracleExperience on cloud platform Microsoft Azure CloudKnowledge of RDBMS like MS SQL Server, Oracle', 'Senior data modeler with Hands-on experience on Erwin data modeling toolData warehouse concepts like relational modeling, normalization, sub-types, super-types, dimensional modeling, EDW, change data capture etc.Knowledge of RDBMS like MS SQL Server, OracleExperience in data profiling, performance tuning in MS SQL Server, OracleExperience on cloud platform Microsoft Azure CloudDevelop the logical data model based on the understanding of the conceptual model and conduct data profiling with the objective of delivering high quality data models and high quality of data within the limits of standards defined by Cognizant, client and industry.Associate should be able to work with different horizontals within customer and Client, elicit the requirements, prepare the Logical  Physical Data Model, Prepare the Source to Target Mapping for the data Model, Designating relationships between data fields, layout the blue print for a design, which will be physically built on the system.Organize the integration of data and migration activities to enhance efficiency.', 'Data Modeler: 5 years (Preferred)', 'The candidate can work permanently with no restriction on hours (Preferred)']"
University of New South Wales,"['Fixed Term – 12 months\n$68,152 - 84,116 plus 9.5% Super\nOne of Australia’s leading research  teaching universities\n', '\nRelevant qualifications or an equivalent level of knowledge gained through any other combination of education, training and/or experience.\nExcellent computing skills including spread sheets, data bases, SQL and a demonstrated ability to learn new systems and ways of working.\nAn understanding of Data and Information Governance, Business Intelligence, Data Warehousing and Data Quality concepts.\nDemonstrated ability to problem solve and apply analytical skills.\nCapacity to work in small cross disciplinary teams and independently.\nAbility to deal with multiple deadlines and changing requirements.\nGood verbal and written communication skills.\n']"
Cognizant Technology Solutions,"['Experience in data profiling, performance tuning in MS SQL Server, OracleExperience in data profiling, performance tuning in MS SQL Server, OracleExperience on cloud platform Microsoft Azure CloudKnowledge of RDBMS like MS SQL Server, Oracle', 'Senior data modeler with Hands-on experience on Erwin data modeling toolData warehouse concepts like relational modeling, normalization, sub-types, super-types, dimensional modeling, EDW, change data capture etc.Knowledge of RDBMS like MS SQL Server, OracleExperience in data profiling, performance tuning in MS SQL Server, OracleExperience on cloud platform Microsoft Azure CloudDevelop the logical data model based on the understanding of the conceptual model and conduct data profiling with the objective of delivering high quality data models and high quality of data within the limits of standards defined by Cognizant, client and industry.Associate should be able to work with different horizontals within customer and Client, elicit the requirements, prepare the Logical  Physical Data Model, Prepare the Source to Target Mapping for the data Model, Designating relationships between data fields, layout the blue print for a design, which will be physically built on the system.Organize the integration of data and migration activities to enhance efficiency.', 'Data Modeler: 5 years (Preferred)', 'The candidate can work permanently with no restriction on hours (Preferred)']"
Macquarie Group Limited,[]
Qantas Airways Limited,"['Opportunity to collaboratively create innovative customer-facing digital products with an industry leader\nBe a key player in a high-performing cross-functional team\nPermanent opportunity based in our mascot campus\n\n', '3+ years’ experience as a business analyst and 1+ years’ experience in, and a passion for, agile ways of working\nStrong understanding and use of modern digital frameworks and their methodologies, including Scrum, Kanban, lean, design thinking, human-centred design, multivariate testing, continuous improvement, test automation and others\nProven track record in communicating requirements both verbally and through user stories, with logical and clear acceptance criteria, that are easily understood by developers, testers and stakeholders\nCan solve, and lead the solving of, strategic problems of high complexity\nPrior experience with, and strong comfort using, collaboration tools such as JIRA and Confluence to document and manage stories and other documentation\nSolid experience establishing and executing reports in a digital analytics or business intelligence (BI) tool, preferably Adobe Analytics\nStrong experience in comparing data sets to deduce accurate insights\nComfortable facilitating workshops, presenting at showcases, leading customer journey walkthroughs and quality reviews with stakeholders of varying seniority\nKnowledge of process mapping and flow charting\nWell rounded digital knowledge; application, infrastructure, mobile, UI and UX\n\n']"
Genworth,"['\nTranslate business requirements into clear and measurable outcomes\nProvide detailed analysis and advice for business solutions, systems and process change across the business using relevant data\nAssist in the remediation of data quality issues and identifying policy, system and procedural improvements\nSupporting the maintenance of the appropriate data and information across the portfolio\nSupport the creation of business analysis and presenting insights to key stakeholders (including Senior Leadership Team, Customer and Regulator)\nHelp running effective scrums using AGILE framework\nOrganising and facilitating workshops to identify, analyse, interpret and document business functional and non-functional requirements using established methodologies\nWorking with project sponsors, owners and stakeholders to develop robust and quality concept papers and business cases, with the inclusion of cost and benefits analysis\nCommunicating progress and status using standard tools, templates and practices\nEnhancing business analysis capabilities across the business through mentoring, training and enhancing templates, tools and processes\nSupport the Business Intelligence Manager and senior business analyst in ensuring all system problems and risk issues are communicated to the relevant parties and that permanent solutions are identified and executed\nSupport the Business Intelligence Manager to influence, collaborate and build consensus with stakeholders to arrive at decisions', '\nAt least 2-3 years’ experience in the financial services, preferably banking and finance, with strong understanding of integrations between traditional backend systems and digital touchpoints\nMinimum of a Bachelor’s degree (Business, Statistics or IT preferred)\nDemonstrated knowledge of technology design processes, reporting and analytics, including technology architecture mapping\nProficient in MS Office, including Excel, Word, PowerPoint, Tableau, Visio and Project\nStrong interpersonal skills with proven ability to collaborate and influence internally / external customers\nDemonstrable awareness of risk management and control\nHighly numerate / data literate with strong analytical / problem-solving skills\nExperience in working in a high-paced, customer focussed environment\nAbility to manage multiple priorities, whilst delivering quality outcomes to deadline\nConsistently demonstrate a positive, enthusiastic attitude, and take the initiative to overcome obstacles\nAttention to detail and the ability to work independently with minimal supervision while being part of a high performing team\nExcellent interpersonal and communication skills with proven ability to effectively communicate with stakeholders and colleagues at various levels of seniority\nExcellent organisational and analytical skills, balanced with the ability to be practical and find solutions\nStrong written communication skills with the ability to communicate clearly and concisely\nSelf-confidence, with the ability to both facilitate workshops and present materials']"
AWS Australia Pty Ltd,"['MS in Machine Learning, Mathematics, Statistics, Computer Science or in another highly quantitative field3+ years of relevant post-grad academic research or industry experience in developing algorithmsAmple experience with languages used for querying (e.g. Hive/Pig/SQL), preprocessing (e.g. Shell Scripting/Python), and statistical analysis (e.g. R/Python)Experience working across different types of databases (Relational, NoSQL, Graph etc.)Proven achievements resulting from data analysis and ability to succeed in both collaborative and independent work environmentsStrong verbal/written communication  data presentation skills, including an ability to effectively communicate with both business and technical teamsComfort manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources', 'Develop predictive models across multiple reliability data slices for use in Machine Learning and other systemsDevelop hypotheses, design experiments, collaborate with engineering team to implement live tests and evaluate their performanceAnswer complex business questions by using appropriate statistical techniques on available data or designing and running experiments to gather dataManage critical processes that are central to the delivery of accurate results (e.g. data pipelines, etc.)Work with software engineers to produce working software based on research modelsCommunicate findings to managers and engineers, often through succinct written summaries of findings and code samples', 'PhD in Machine Learning, Mathematics, Statistics, Computer Science or in another highly quantitative fieldExperience with Java and SparkExperience with AWS services such as EMR, EC2, S3, and RedshiftExperience in Predictive AnalyticsExpertise in machine learning methods including Time series analysis, State-space models, Mixed-effect models, Longitudinal data analysis, Hierarchical Bayes; and Learning techniques such as Decision Trees, Boosting, Random Forests, Deep Learning, Neural Networks']"
AWS Australia Pty Ltd,"['Strong Linux/Unix system administrator skills.Intermediate programming/scripting skills. Ideally in Java or Python, but will consider experience in other Object Oriented and Functional languages.Understanding of networking principles and ability to troubleshoot (DNS, TCP/IP, HTTP).Foundation knowledge of databases and Structured Query Language (SQL).Understanding of Virtualization and/or cloud computing.Good understanding of security best practices.Impeccable written  oral communication skills.Exceptional customer focus / customer service experience.Good understanding of distributed computing environments and methodologies.Ability to work a staggered week, either Sun-Thu or Tue-Sat (no on-call)', ""Be a part of the Earth's largest Cloud Platform organizationClear and defined career progression, training  certifications + much moreSubsidised Healthcare, Sign-on bonus, Stock  Shares, Paid commuting to work, subsidised mobile phone allowance"", 'Apply advanced troubleshooting techniques to provide tailored solutions for our customersDrive customer interactions through: Phone, Chat, Emails, Screen shares and conference callsLeverage your customer support experience to provide feedback to internal AWS teams on how to improve our servicesInteract with leading technologists around the world', 'Experience in either software development or technical support.Demonstrable knowledge  experience in various Big Data or distributed systems. Such as Hadoop, NoSQL, AI/ML, ETL and StreamingExperience with Cloud Services and Cloud deployments. Exposure specifically to AWS is a bonusExperience utilising data analysis techniques such as quantitative or qualitative analysisAbility to work in a fast paced and agile development environment']"
News Corp Australia,"['\nDevelop well architected  tested code that support the business requirements\nBe the Subject Matter Expert for Big Data Platform(s)\nMentor Data Engineers on good engineering practices and coding standards\nRecommend technologies to use to take advantage of development capabilities for new and existing projects', '\nProven career history in data science  engineering\nDevelopment in Python, Scala / Java\nExtensive experience using and maintaining AWS environments\nExperience leading a team of engineers\nCan identify tasks which require automation and automate them\nCode reviews and automated testing are part of your DNA\nStrong experience in SQL and NOSQL databases\nExperience in version control systems (GIT)\nExperience with Spark and/or clustered technologies\nExperience with Airflow or similar scheduler and monitor workflow tools.', '\nCollaborative environment\nOpportunity to innovate, challenge the norm and pioneer the way forward\nVariety of work where no two days are the same\nExposure to global operations and networks\nMake a difference as part of Australia’s most influential media organisation']"
University of New South Wales,"['Fixed Term – 12 months\n$68,152 - 84,116 plus 9.5% Super\nOne of Australia’s leading research  teaching universities\n', '\nRelevant qualifications or an equivalent level of knowledge gained through any other combination of education, training and/or experience.\nExcellent computing skills including spread sheets, data bases, SQL and a demonstrated ability to learn new systems and ways of working.\nAn understanding of Data and Information Governance, Business Intelligence, Data Warehousing and Data Quality concepts.\nDemonstrated ability to problem solve and apply analytical skills.\nCapacity to work in small cross disciplinary teams and independently.\nAbility to deal with multiple deadlines and changing requirements.\nGood verbal and written communication skills.\n']"
Arup,"['Recognised relevant tertiary qualification in Computer Engineering or similar, with at 3+ years’ experience in a software development role.Solid experience of software developers using current tools and following current practices specifically in cloud technologies with web-based applications (AWS/Azure experienced preferred).Strong data processing, analytics and streaming experience (think Python, SQL, NoSQL, AWS/Azure/Google services).\nStrong backend development experience: NodeJs, Python.Strong Microservice and API development experience (think Lambda, API Gateway, GraphQL).\nSolid understanding of one or more database type(PostgreSQL, MySQL, MongoDB, etc) and how to scale them properly.Cloud-based infrastructure understanding Amazon Web Services or Azure, or Google\nExperience with web development (HTML, CSS, Javascript, ReactJS etc).\nBest-practice development techniques: Git-flow, Agile, ace documentation, source control: git/svn/TFS\nDeployment of systems using CI/CD (eg. Jenkins/travis-ci/bamboo) and infrastructure deployment (terraform, CloudFormation, Resource Manager).', 'Spatial applications, data and visualization (think PostGIS, d3.js, GeoJSON, Mapbox).Emerging spatial Javascript frameworks: three.js, esri-js, mapbox-gl, deck-gl, cesium-js.\nAn appreciation of distributed systems engineering and architectureData analysis, statistics some knowledge of Machine Learning techniques.\nInternet of Things: Arduino, Raspberry Pi.\nA general love of hacking out prototypes to test ideas.\n']"
IBM,"['Act as a SME on the migration tool and techniques.Drive the migration tool deployment and configuration.Lead the technical implementation for the migration waveValidate target infrastructure readiness for migration.Refine migration estimates and migration techniques and tools.Update Migration Event Runbook and create Migration Desk-Procedures.Leads the technical remediation for any migration issue for that specific wave.Provide technical support and 1st level escalation to the specialists for any technical issues during migration.Drive the implementation of special migration methods like cluster migration, storage or data migration etcIdentify automation opportunities to reduce migration effort.Engage and lead vendor interlock for issues and technical remediation.Support Migration Architect during detailed-planning and creating Migration Desk procedures.Provide technical leadership to the migration specialist team.', ""A minimum of 2+ years’ experience in technical delivery using Windows or Linux OS, LDAP, AD, DNS, etc.A minimum of 3+ years' experience with virtualized systems (VMware, Hyper-V, Private Cloud)1-2 years of experience in Cloud environments (IBM SoftLayer, MS Azure or AWS)Knowledge of network, infrastructure, and Cybersecurity conceptsAbility to work in a dynamic team environment and assess the needs of various stakeholder groupsPossession of excellent oral and written communication skillsBasic understanding of middleware, networking, application architecture, shared services and other components of n-tier applicationsExperience with data center operations and managementKnowledge of data center strategies, technology, and Infrastructure as a Service and related service level platformsAbility to meet with clients as a representative of a team or client group and apply well-developed consulting and functional expertise in the execution of the workAbility to develop and maintain data center enterprise-level, federated-defined, and fit-for-purpose all views, including graphicsAbility to obtain a security clearanceIT specialist/Product SME's in minimum one of critical technologies within migration programme ( DB2 LUW, Oracle, SQL, AIX, Linux, Solaris, Middleware, Mysql, VMware technologies etc.)Scripting skills in one of the technology ( Shell, Perl, Python etc.)Ability to work under pressure and support 24 X7 client deliverables"", 'Minimum 15 Years of formal Education/ Bachelor’s Degree or aboveExposure to Migration tools like RackWare, Double-Take, AppZero, etc.Good communication skillsAbility to work independentlyAble to assess and understand needs and problems and follow up on these in a timely manner']"
"ARRIS Group, Inc.","[' Provide 24x7 technical support for ARRIS customers and other internal employees via phone or email, for ARRIS HFC products including CMTS, ServAssure, CorView, ATS, Cable Modems and various 3rd party hardware, EMS and NMS. This includes handling customer cases during business hours and being on-call for emergencies on a rotating Schedule.', ' Perform investigation and analysis, problem reproduction, and resolution of customer problems.', ' Work closely with Tier-2 Tech Support and Sustaining Engineering groups to resolve customer issues', ' Perform fault reproduction and troubleshooting, system characterization and analysis, root cause analysis of product issues up to and including drafting product Field Bulletins and opening Product Defects with the engineering teams.', ' Utilize Call Tracking and Knowledge base tools to record customer reported issues and progress as being issue to resolution.', ' Travel to customer locations to support trouble shooting and also may help out other groups in support of trials possibly long with Field Validation projects.', ' Delivery of additional services like informal local training sessions, as well as professional services on-site.', ' Provide initiatives for improvement of support processes; communicate these in an accurate and timely manner.', ' Perform other duties as required.', '\nExperience working in the telecommunications industry, with knowledge of cable broadband (HFC) concepts and services as well as the direction in which the industry is moving.\nGood knowledge of programming languages such as C/C++\nHands on skills of scripting language, python, JavaScript, PowerShell, Bash etc.\nKnowledge of database e.g. Oracle, SQL, Cassandra.\nSolid knowledge about performance management, CPU monitoring, memory management\nRouting and Switching, CCNA preferred with good knowledge on routing protocols: OSPF, RIP, IS-IS or BGP.\nExperience working with Virtualisation environments such as VMware, Docker.\nWork to meet contracted customer’s SLAs by providing in-time workaround, extensive root cause analysis for high priority tickets.\nUnderstand time management skills and addressing business needs in a prioritized manner\nPractical experience working in an Agile environment\nWilling to take on ownership, driving discussions and enabling solutions\nAbility to solve complex issues by identifying the scope of the problem and pooling necessary resources (i.e., H/W, S/W, Verification etc.)\nFamiliar with CRM tools (call tracking, knowledge Base, etc…)\nDemonstrate effective writing and presentation skills to all levels of management\nWork independently – Self Motivated\nAble to effectively interact with all levels of personnel, including senior management.\nStrong organizational, communication and interpersonal skills.\nDedication and flexibility to get the job done even outside of normal business hours.\nAbility to interface with CommScope design and other teams using proficient spoken and written English.\nWork closely with team members and to resolve issues as a team for all issues.\nAbility to perform training both internal and external\nMandatory requirement with good knowledge of Linux/Unix\nCitrix, Microsoft server apps (AD, LDAP, SQL), Radius, DHCP, SNMP experience, WEB service a Plus', "" Bachelor's degree with technical focus, preferably Engineering or Computer Science degree and 6+ years relevant experience\n"", ' CCNA, CCNP, 802.11 Wi-Fi, IPv6', ' Minimum 6+ years in a Customer Service or similar technical support position']"
AWS Australia Pty Ltd,"['Excellent communication skills to successfully engage with customers.Understand the concepts of virtualisation and cloud computingBroad experience analysing, and providing solutions for technical issuesStrong multitasking skills, and dealing with competing prioritiesExperience utilising tools ping, tracert, wireshark, iperf, nttcp to troubleshoot issuesExperience utilising debugging tools including Windbg to recover serversAdvanced knowledge of TCP/IP, DNS, DHCP, web applicationsIn-depth skills analyzing performance issues including perfmon and procmonAbility to work a staggered week, either Sun-Thu or Tue-Sat (no on-call)', ""Be a part of the Earth's largest Cloud Platform organizationClear and defined career progression, training  certifications + much moreSubsidised Healthcare, Sign-on bonus, Stock  Shares, Paid commuting to work, subsidised mobile phone allowance"", ""AppStream 2.0AWS Systems Manager (SSM)Directory ServicesEBS, EC2, FSx for File Server, Server Migration Service (SMS), WorkspacesApply advanced techniques to provide unique solutions to our customers' individual needs.Interact with leading technologists around the world.Work hands-on with customer teams to develop, migrate, and debug services issues.Own customer communication during critical eventsWrite tutorials, how-to videos, and other technical articles for the AWS customer community"", 'Experience supporting a VDI environmentCertifications in MCSE, MCSA, MCITP, CCNA or VCPExperience with Microsoft SQL Management and SQL always-onPowerShell scripting']"
IBM,"['\nClient skills – need to be able to communicate both verbally and orally with our technical clients, taking full ownership of client issues from beginning through to conclusion.\nTechnical Skills – need to have a technical aptitude driven from their educational experiences and work experiences. Familiarity with Maximo and/or TRIRIGA applications at a functional or technical level would be an asset. Existing knowledge of SQL and Linux based operating systems is preferred. Java, Python\nTeamwork skills - will need to exhibit excellent interpersonal skills to work as a team member and as a liaison with customers are required.', '\nTechnical Experience - some knowledge of databases, SQL, DB2, Oracle. Windows, Linux knowledge experience is required, even if only at the educational level.\nAbility to learn and understand support structure to ensure timely resolution of customer issues.', '\nFamiliarity with Maximo and/or TRIRIGA applications at a functional/technical level would be an asset.\nExperience with CRM software would be an asset.\nJava, Python knowledge would be an asset.\nMS Excel, MS Word, MS Project, Lotus Notes and other software applications as required.\n', '\nDegree / diploma or equivalent years of experience in an IT related education and/or industry.', '\nRecent successful graduation with either a Degree and / or a diploma in an IT Related education faculty.']"
University of New South Wales,"['Fixed Term – 12 months\n$68,152 - 84,116 plus 9.5% Super\nOne of Australia’s leading research  teaching universities\n', '\nRelevant qualifications or an equivalent level of knowledge gained through any other combination of education, training and/or experience.\nExcellent computing skills including spread sheets, data bases, SQL and a demonstrated ability to learn new systems and ways of working.\nAn understanding of Data and Information Governance, Business Intelligence, Data Warehousing and Data Quality concepts.\nDemonstrated ability to problem solve and apply analytical skills.\nCapacity to work in small cross disciplinary teams and independently.\nAbility to deal with multiple deadlines and changing requirements.\nGood verbal and written communication skills.\n']"
Commonwealth Bank,"['Use data to proactively identify issues, risks and value add activities.\nWork with detection team to help detect more emerging trends and reduce false positives.\nProactively use visual analytics to display insights to stakeholders.\nAbility to build models to visualize emerging trends, forecast and predict.\nProvide insights into trends and anomalies - including root cause.\nAbility to produce business and technical documentation as required.\nManage potentially difficult interactions ensuring the appropriate priority or severity level is assigned.\n', 'Advance level knowledge of Python and R\nAdvance level knowledge of visual analytics and dashboard development.\n3+ years of experience in data analysis and data mining.\nExpert level knowledge of SQL\nAdvance knowledge of building data models\nKnowledge of data analytics tools and platforms like Tableau, Teradata, and SAS will be a plus.\nAbility to document business and technical requirements.\n']"
Michael Page,"['Industry leader in Australia\n\nStability and career prospect\n\n', 'Maintain data quality and integrity\nReview data management and implement improvements as needed\nProvide data analysis and insight generation\nAnalyse and provide inputs for senior management\n', 'Strong communication\nGood technical and analytical skills\nAbility to work under tight deadlines\nWork well individually and team environment\n', 'Industry leader in Australia\nStability and career prospects\nCompetitive salary  benefits\nWestern Sydney Location\n']"
QBE,"['Utilising SAS/SQL skills to extract data from relevant systems which will be used for further analysis subject to data integrity controls\nAnalyse internal data and external market information to develop quality portfolio management information metrics, including concentration risks and provide recommendations on risk settings\nWork with other team members to support the business via running internal pricing models\nSupport the pricing due diligence and processing of bulk portfolio insurance transactions\nSupport the development and maintenance of capital modelling and capital management activities.\nLiaise with senior management across LMI and QBE group stakeholders.\n', 'A degree in business or related discipline is preferred\nPrevious experience in an analyst position, ideally within the finance sector\nAnalytical skills, ideally related to data analytics\nSAS and/or SQL skills and experience are highly desirable\nStrong Excel skills are essential, ideally with some exposure to building models\nStrong communication skills and a level of business acumen are essential\nAbility to work in a fast paced, pressurised environment with the ability to meet deadlines\nA willingness and desire to learn, with a proactive approach and a high level of attention to detail\n']"
Golder Associates,"['Use current GIS software for the following:\nMust have minimum of 2 years of relevant experience\nESRI Geodatabase construction and maintenance;\nData collection, validation and formatting;\nPerforming spatial analysis and modelling;\nCartographic presentation  3D visualisation; and\nLiaison and technical support to GIS consumers and clients (internal and external).\nAdministration of existing enterprise databases and the analysis, design and creation of new databases\nCreation and population of new databases\nProvide technical support, assist end users with technical issues and questions\nRecommend and document technical solutions to spatial information problems\nConduct quality control on databases maintained by other stakeholders to ensure standards are adhered to\nProviding advice in data modeling and database optimization.', 'Degree/Diploma in Computer Science, GIS or related field\nExtensive experience with GIS based software applications (predominantly ESRI)\nExperience using a 3D object modelling package (e.g. EVS – Environmental Visualization System or similar)\nExperience with integrating CADD design files in GIS (e.g. FME)\nAwareness of emerging IT and GIS trends and directions\nExperience designing and implementing mobile GIS solutions\nExcellent communication skills dealing directly with internal and external clients\nHighly motivated to provide innovative products with an ability to work independently\nExperience working in a consulting environment will be considered advantageous', 'Competitive benefits and remuneration packages of $75K to $85K\nOption to purchase shares in Golder\nEmployee owned structure - own the business, own the result\nDeepen your expertise in a dynamic work environment\nInnovative and collaborative multidisciplinary projects\nOn the job training, mentoring and coaching\nGlobal projects and travel opportunities']"
Cognizant Technology Solutions,"['Experience in data profiling, performance tuning in MS SQL Server, OracleExperience in data profiling, performance tuning in MS SQL Server, OracleExperience on cloud platform Microsoft Azure CloudKnowledge of RDBMS like MS SQL Server, Oracle', 'Senior data modeler with Hands-on experience on Erwin data modeling toolData warehouse concepts like relational modeling, normalization, sub-types, super-types, dimensional modeling, EDW, change data capture etc.Knowledge of RDBMS like MS SQL Server, OracleExperience in data profiling, performance tuning in MS SQL Server, OracleExperience on cloud platform Microsoft Azure CloudDevelop the logical data model based on the understanding of the conceptual model and conduct data profiling with the objective of delivering high quality data models and high quality of data within the limits of standards defined by Cognizant, client and industry.Associate should be able to work with different horizontals within customer and Client, elicit the requirements, prepare the Logical  Physical Data Model, Prepare the Source to Target Mapping for the data Model, Designating relationships between data fields, layout the blue print for a design, which will be physically built on the system.Organize the integration of data and migration activities to enhance efficiency.', 'Data Modeler: 5 years (Preferred)', 'The candidate can work permanently with no restriction on hours (Preferred)']"
News Corp Australia,"['\nDevelop well architected  tested code that support the business requirements\nBe the Subject Matter Expert for Big Data Platform(s)\nMentor Data Engineers on good engineering practices and coding standards\nRecommend technologies to use to take advantage of development capabilities for new and existing projects', '\nProven career history in data science  engineering\nDevelopment in Python, Scala / Java\nExtensive experience using and maintaining AWS environments\nExperience leading a team of engineers\nCan identify tasks which require automation and automate them\nCode reviews and automated testing are part of your DNA\nStrong experience in SQL and NOSQL databases\nExperience in version control systems (GIT)\nExperience with Spark and/or clustered technologies\nExperience with Airflow or similar scheduler and monitor workflow tools.', '\nCollaborative environment\nOpportunity to innovate, challenge the norm and pioneer the way forward\nVariety of work where no two days are the same\nExposure to global operations and networks\nMake a difference as part of Australia’s most influential media organisation']"
University of New South Wales,"['Fixed Term – 12 months\n$68,152 - 84,116 plus 9.5% Super\nOne of Australia’s leading research  teaching universities\n', '\nRelevant qualifications or an equivalent level of knowledge gained through any other combination of education, training and/or experience.\nExcellent computing skills including spread sheets, data bases, SQL and a demonstrated ability to learn new systems and ways of working.\nAn understanding of Data and Information Governance, Business Intelligence, Data Warehousing and Data Quality concepts.\nDemonstrated ability to problem solve and apply analytical skills.\nCapacity to work in small cross disciplinary teams and independently.\nAbility to deal with multiple deadlines and changing requirements.\nGood verbal and written communication skills.\n']"
Downer Group,[]
HelloFresh,"['\nCreate new data pipelines to enable new analysis on our database\nWork on data quality and database efficiency\nWork really closely with the business to fully understand their needs\nGrow your technical and soft skills\n', '\nAnalytical mindset – able to get insights and decision-making KPI out of raw data\nStrong communication skills – pass insights to the teams that take action\nStrong knowledge in SQL and Python\nWorked with visualization tools before (ideally Tableau)\n', '\nExcited to work in a fast-paced and innovative environment\nProactive, take ownership of your work and think beyond the scope of a given assignment\nPedagogue and patient, you have excellent interpersonal and communication skills with both technical and non-technical individuals\nAutonomous\n', '\nA position designed with room for evolution\nWorking with a fun, energetic and supportive team\nHeavily discounted HelloFresh boxes\n']"
REA Group,"['Join a company with a shared vision for excellence in data and insights\nCreate audience data stories to excite the business\nCommunity engagement program focused on homelessness\n', 'Analyse proprietary datasets, consumer insights and industry research with regard to property trends catering to different audiences\nA creative and design focus, working directly with key stakeholders to gather requirements, liaise with data specialists and design visually appealing insights in various formats including Tableau dashboards\nRecognise and analyse multiple trends in data, confidently and creatively transform data articulating the story it tells for the team by developing powerful infographics where required\nStrategically source data both internally for REA experts, and externally from government and non-government data sources\nBe thorough in the identification of errors and data cleansing to ensure greater accuracy\nBuilds strong relationships across the business including Chief Economist, journalists, data science and marketing team.\n', 'Solid background in data visualisation tools such as Tableau with proven experience in the design of unique and visually stunning dashboards\nExperience in database interrogation using SQL and BigQuery will be highly regarded\nYou are keen to understand property market trends and the stories that data can tell\nWhile you will work with enviable amounts of data, you also possess the ability to target multiple audiences with single data sets, and tweak this information to suit\nYou are highly strategic and can build-out and manage calendars, factoring in seasonality, and critical times of year for the property market\nAdept at sourcing and compiling data, you enjoy building relationships with key stakeholders to improve and expedite the data gathering process\nProficient in design applications with the Adobe Creative Cloud suite including Adobe Illustrator\nExcellent communication skills (written and spoken)\nThe ability to translate data into layman’s terms to a variety of audiences at different levels\nRelevant tertiary qualification equivalent experience\n', 'Savvy minded and have the ability to think a little left of field / outside the box\nA strong and creative communicator\nFriendly, approachable and have good relationship management skills\nAn avid supporter of our fully inclusive culture - we celebrate difference and ensure that everyone belongs\n', 'Because We Care program which includes volunteer leave and community grants, to ensure you have the opportunity to give back to your community\nHack Days so you can bring your big ideas to life\nAn additional day of leave just for your birthday\nFree breakfast (and who doesn’t love a free brekkie)\nA flexible working environment meaning we strike the balance of what you need and what works for the business (and yes, our leaders fully understand the flexible working policy)\nIndustry leading gender-neutral parental leave\n']"
